id,Message,truth,cube,google,google_spam,google_not_spam,ibm,ibm_spam,ibm_not_spam
1111,finally please reply with fbpwd facebook password to  re  per msg examplefbpwd password safe  securewe do not store passwords,spam,spam,not-spam,0.062461,0.937539,not-spam,0.006604426,0.993395574
1112,dear saurav kumar your gym only m no  expiries on  kindly renew your membership thank you for being part of fluid,not-spam,not-spam,not-spam,0.248361,0.751639,not-spam,0.026846623,0.973153377
1113,dl passport no z dispatched on  and can be tracked using speed post tracking no ppin,not-spam,not-spam,not-spam,0.006009,0.993991,not-spam,0.003860404,0.996139596
1114,update service change order no  for airtel mobile  has been submitted on apr  to check the status of your request anytime sms service   to  from airtel or to  from nonairtel mobile,not-spam,not-spam,not-spam,0.00002,0.99998,not-spam,0.004062772,0.995937228
1115,now keep track of your unbilled due amount bill plan data usage and much more to download myairtel app click httpbitlyuous,spam,spam,not-spam,0.071781,0.928219,spam,0.615257826,0.384742174
1116,ola beat the odds this oddeven with ola shuttle  enjoy  cashback on all rides this friday use code oddeven book now  shuttle like a boss tca,spam,spam,spam,0.998753,0.001247,spam,0.996082394,0.003917606
1117,ola enjoy hasslefree daily travel with ola shuttle shuttle not running in your area suggest route on ola app get your st ride free use code  shuttle,spam,spam,not-spam,0.434928,0.565072,spam,0.972846263,0.027153737
1118,dear preferred customer thank you for using your credit card online in jan here are your vouchers big basket bbhdut ebay ivhujcqob hp hphdl makemytrip hdfcwow myntra hdfc pepperfry hdfc tc apply httpbitlyrpypr,spam,spam,not-spam,0.000002,0.999998,not-spam,0.003982158,0.996017842
1119,get rs off on all flight bookings through smartbuy using your hdfc bank credit card use code flyhdfc for booking visit httpbitdosmartbuy tnc apply,spam,spam,not-spam,0.000018,0.999982,not-spam,0.004884503,0.995115497
1120,get  more reward points on easyemi transactions done on hdfc bank credit cardsselect emi option at the time of txnoffer till th june tc apply,spam,spam,not-spam,0.019009,0.980991,not-spam,0.020360396,0.979639604
1121,hi thank you for using akbartravelscombook your bangalore airport drop with wwwakbarcabcom and get rs discountcodeakb or call,spam,spam,spam,0.506448,0.493552,spam,0.758180203,0.241819797
1122,hi bangalore airport drop  rscaretios book now on wwwakbarcabcom  use promo code ac valid up to  only for online bookings tnc apply,spam,spam,spam,0.942384,0.057616,not-spam,0.21665991,0.78334009
1123,we miss you order again foodpanda  get up to  off  extra  off use code fp order nowhttpsgooglxw pay via paytm for  cash back,spam,spam,spam,0.999511,0.000489,spam,0.995550722,0.004449278
1124,swachh bharat prerit jan ghar awas yojna registered agrement down payment ki suvidha  lac ka ghar noida ext,spam,spam,spam,0.651674,0.348326,spam,0.974610669,0.025389331
1125,learn how to give speech presentationppts on stage in ur club board meetingsrwascompany public spkg course branches in delhincr ph,spam,spam,spam,0.756706,0.243294,spam,0.993130113,0.006869887
1126,ill call you right back,not-spam,not-spam,not-spam,0.383036,0.616964,not-spam,0.316390785,0.683609215
1127,high heels te nachche kar gayi chull jabra fan soch na sake jaise latest airtel hellotunecall tollfree icc world cup t match scorescall,spam,spam,spam,0.612894,0.387106,spam,0.971204699,0.028795301
1128,call  aur kheliye airtel contest aur paiye mauka ek ghar aur gaadi jeetne ka  banayein honey singh ke gaano ko apni hello tune call,spam,spam,spam,0.999496,0.000505,spam,0.995644073,0.004355927
1129,call tollfree aur banayein naye aur purane romantic gaano ko apni airtel hello tune call  aur subscribe kijiye live tv contest astrology packs,spam,spam,spam,0.993342,0.006658,spam,0.993981283,0.006018717
1130,welcome to china enjoy international roaming on your airtel mobile with special packs for more information dial  or click wwwairtelinir data charges apply or call  rsmin airtel wishes you a happy stay  tips to manage usage in roaming  ir pack discounts are not applicable on premiumsatellite callsmaritimeaero mobileship cruise you may turn off data roaming on your mobile in case you do not intend to use data services deactivate call diverts  voice mails by dialing,spam,spam,not-spam,0.000067,0.999933,not-spam,0.006043929,0.993956071
1131,finallyplease reply with fbpwd facebook password to  re  per msg examplefbpwd password safe  securewe do not store passwords,spam,spam,not-spam,0.269109,0.730891,not-spam,0.011924912,0.988075088
1132,april hdfc bk estmt for cust id xxxxxx sent on sauravkumarpubecom was not delivered please contact branch to update email id or download the stmt using netbanking,not-spam,not-spam,not-spam,0.000016,0.999984,not-spam,0.003891132,0.996108868
1133,dear preferred customerthank you for using your credit card online in jan here are your vouchers big basket bbhdut ebay ivhujcqob hp hphdl makemytrip hdfcwow myntra hdfc pepperfry hdfc tc apply httpbitlyrpypr,spam,spam,not-spam,0.000006,0.999994,not-spam,0.004181232,0.995818768
1134,slack login code,not-spam,not-spam,not-spam,0.296146,0.703854,not-spam,0.050955976,0.949044024
1135,chaayos  modinagar shikanji  the signature cooler  now delivered at your doorstep download chaayos app bitlychaayos or call  to order,spam,spam,spam,0.963788,0.036212,spam,0.99525037,0.00474963
1136,motape se chutkara paye keval  days me varna paise wapas paye ayurvedic magic  pure ayurvedicor jankari k liye call,spam,spam,spam,0.988843,0.011157,spam,0.995636096,0.004363904
1137,dear preetham m our rider shahbaj  is out for delivery and will reach you on  may  between  am to  am your bill amount is  pay here httpsappquickwalletcom pml,not-spam,not-spam,not-spam,0.000042,0.999958,not-spam,0.005229322,0.994770678
1138,dear preetham your laundry delivery is taking more time than usual and might get delayed requesting your cooperation thanks pick my laundry,not-spam,not-spam,not-spam,0.002028,0.997972,not-spam,0.004634708,0.995365292
1139,banke bihari mathuravrindavan me unicagroupin laye hai sabse saste plot sqft size  sqyd asan kisto mein for detail of booking call,spam,spam,not-spam,0.365726,0.634274,spam,0.964177012,0.035822988
1140,areeb is on the way to tour location in a white wagonr dlrt,not-spam,not-spam,not-spam,0.361127,0.638873,not-spam,0.006316003,0.993683997
1141,areeb is on the way to tour location in a black benz dlgf,not-spam,not-spam,not-spam,0.417073,0.582927,not-spam,0.007178783,0.992821217
1142,he is on the way to tour location in a green tesla eredfdf,not-spam,not-spam,spam,0.523101,0.476899,not-spam,0.040054035,0.959945965
1143,is the one time password otp for your kotak debit card xx  valid till   ist do not share your otp with anyone bank never calls to verify otp,not-spam,not-spam,not-spam,0,1,not-spam,0.002882438,0.997117562
1144,alertatmdebit card will be unavailablemay amam netmobile banking will be unavailablemay ammay pm due to mergersorry for the inconvenience,not-spam,not-spam,not-spam,0.005838,0.994162,not-spam,0.004103557,0.995896443
1145,your lpg cylinder was delivered on  download bharatgas app for all your bharatgas needs ios httpsgoogljuedl android httpsgooglvvgob,spam,not-spam,spam,0.989985,0.010015,spam,1,0
1146,we have scheduled your installation and demo for style spa engineered wood tv stand for order  od with seller your ticket number for the same is  and will be completed by  saturday feb     please check email for additional details,not-spam,not-spam,not-spam,0.000127,0.999873,not-spam,0.003994284,0.996005716
1147,hi customer we hope the installation and demo of your order od for style spa engineered wood tv stand has been completed if not please give us a missed call on  and well get back to you within  hours thanks,not-spam,not-spam,not-spam,0.128681,0.871319,not-spam,0.004518465,0.995481535
1148,we have scheduled your installation and demo for style spa engineered wood tv stand for order  od with seller your ticket number for the same is  and will be completed by   wednesday feb      please check email for additional details,not-spam,not-spam,not-spam,0.000164,0.999836,not-spam,0.004052766,0.995947234
1150,thank you for using stanchart card no xx on  for inr  to check emi eligibility on spends above inr log on to msccomin tc apply,not-spam,not-spam,not-spam,0.000011,0.999989,not-spam,0.0040197,0.9959803
1151,dear customer we have reduced the time to transfer funds after confirmation of new payee on net banking from  hrs to  mins to transfervisit bitlyllkgm,not-spam,not-spam,not-spam,0.002922,0.997078,not-spam,0.004099758,0.995900242
1152,thank you for requesting increase in your credit limit your request will be processed in  working days  stanchart,not-spam,not-spam,not-spam,0.000108,0.999892,not-spam,0.003570002,0.996429998
1153,dear consumer your booking no is  of  your distributor cleared booking up to check weightsealleakages before accepting delivery,not-spam,not-spam,not-spam,0.000004,0.999996,not-spam,0.003906522,0.996093478
1154,funskool topple board  is packed by seller and ready to be shipped you will get tracking details once we ship it,spam,not-spam,spam,0.834671,0.165329,not-spam,0.41490291,0.58509709
1155,funskool jengatruth o was shipped at apr   pm  and will be delivered   by friday apr    you can track your shipment at httpfkrtitsqgbpuuuun  invoice will be sent to your registered email within  hours of delivery,not-spam,not-spam,not-spam,0.000026,0.999974,not-spam,0.003900691,0.996099309
1156,out for delivery funskool jengatruth o from flipkartcom  with tracking id fmpp will be delivered today before pm by jitender solanki dial  with pin,not-spam,not-spam,not-spam,0.013035,0.986965,not-spam,0.004658958,0.995341042
1157,delivered your order for funskool topple board  with tracking id fmpp has been successfully delivered nitu lanlord happy with the delivery click here httpfkrtitumtiuuuun     not too happy click here httpfkrtitijhwxnnnnn,not-spam,not-spam,not-spam,0.000119,0.999881,not-spam,0.003254182,0.996745818
1158,we have received your order od amounting to rs and it is being processed you can expect delivery from mon  apr   you can manage your order at httpfkrtitkrzykuuuun   thank you,not-spam,not-spam,not-spam,0.000148,0.999852,not-spam,0.003984656,0.996015344
1159,funskool  the orginal is packed by seller and ready to be shipped you will get tracking details once we ship it,spam,not-spam,spam,0.947414,0.052586,spam,0.759474103,0.240525897
1160,dear valued kent customerplease be aware of fraudulent service centers claiming to be authorized service centers of kent please note that we do not have any authorized service centers in ncr for service queries directly contact kent customer care on,not-spam,not-spam,not-spam,0.044604,0.955396,not-spam,0.00516806,0.99483194
1161,you are linked to pahal through bank ac linking modeas informed earlierkindly submit your aadhaar at lpg distributorship to receive subsidy in your bank ac,not-spam,not-spam,not-spam,0.000006,0.999994,not-spam,0.003332068,0.996667932
1162,we have received your order od amounting to rs and it is being processed you can expect delivery by tue  may   you can manage your order at httpfkrtitpuwcuuuun  thank you,not-spam,not-spam,not-spam,0.000226,0.999774,not-spam,0.004058274,0.995941726
1163,out for delivery callmate otgmi micro u from flipkartcom  with tracking id fmpp will be delivered today before pm by neerajpaketts dial  with pin,not-spam,not-spam,not-spam,0.004677,0.995323,not-spam,0.004686549,0.995313451
1164,your order no  for cashback to cash redemption will get processed in  working days if you have not requested please sms not to  login to online banking for order status  stanchart,not-spam,not-spam,not-spam,0.002781,0.997219,not-spam,0.004734382,0.995265618
1165,pickup and refund update we have arranged for the pickup of callmat with order id od please keep the item along with accessories tags  invoice ready for pickup the refund amount of rs  will be processed after the seller receives the item                              check your email for more details,not-spam,not-spam,not-spam,0.00052,0.99948,not-spam,0.00340847,0.99659153
1166,out for pickup callmate otgmi micro u from flipkartcom  will be picked up today  before pm  request you to keep the item ready for return with all the shipped accessories for verification and pickup,not-spam,not-spam,not-spam,0.008953,0.991047,not-spam,0.004875088,0.995124912
1167,dear abhishek maheshwari  we are sorry that we couldnt attempt pickup of callmate otgmi micro u  from flipkartcom with tracking id fmpr on wed  jun due to unexpected operational issues pickup will be reattempted on tomorrow  we regret any inconvenience caused,not-spam,not-spam,not-spam,0.000187,0.999813,not-spam,0.003204993,0.996795007
1168,please note due to imposition of krishi kalyan cess monthly pack rent for your airtel digitaltv id  has been revised to rs wef jun,not-spam,not-spam,not-spam,0.000031,0.999969,not-spam,0.003370999,0.996629001
1169,dear abhishek maheshwari thank you for returning the original shipment callmate otgmi micro u  from flipkartcom with tracking id fmpr on fri  jun it has reached our facility  we are extremely glad to have served you happy with the pickup click here httpekrtitbfxnnnnn    not too happy click here httpekrtitqpnnnnn,not-spam,not-spam,not-spam,0.032226,0.967774,not-spam,0.00399228,0.99600772
